customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount,effective_to_date
3768.086327,43412,94,33,38,509.722387,20110126
2893.739608,82611,74,23,87,355.2,20110125
11611.94584,28915,76,10,49,364.8,20110211
14246.14841,0,207,13,68,1490.4,20110202
2554.551152,0,70,19,27,336.0,20110209
3226.516193,91774,81,4,21,285.020982,20110110
2227.072755,27972,61,7,38,292.8,20110105
10623.40552,0,96,11,16,460.8,20110123
8304.688878,0,122,22,14,681.328474,20110219
5155.529312,77857,64,0,99,160.62847,20110118
4407.769164,0,62,18,34,114.097383,20110121
2955.495724,56502,74,15,78,355.2,20110121
3900.906002,95018,97,21,81,315.879728,20110209
4531.372981,23705,122,33,2,585.6,20110110
2813.309659,72333,70,10,20,177.224451,20110201
7196.721128,0,107,22,96,770.4,20110108
6301.102478,47622,80,15,13,305.544034,20110113
7799.440458,0,105,33,7,504.0,20110106
8292.626726,79632,106,7,72,344.048739,20110122
18534.61157,16154,62,31,45,91.355165,20110217
2906.298309,72211,73,12,1,44.912125,20110106
6089.77238,70892,76,21,32,206.709951,20110116
5016.144667,49367,63,16,40,69.230355,20110118
15470.59658,68086,194,34,6,218.342169,20110208
5680.467468,90353,70,3,64,72.617605,20110109
4582.155128,49558,115,1,73,552.0,20110224
8663.550386,93485,72,31,40,127.104785,20110208
5274.20076,10629,74,17,15,532.8,20110218
2620.601718,10237,72,31,97,253.637853,20110209
4515.184003,87517,112,1,28,802.278237,20110227
5533.229132,23241,70,11,14,504.0,20110207
5216.914471,60861,66,8,82,65.425125,20110123
7860.086842,21726,104,20,79,697.010998,20110228
5016.553079,36313,67,3,38,300.375887,20110118
3351.567048,29160,87,25,62,417.6,20110117
6732.202033,0,99,15,79,712.8,20110129
6423.739052,0,188,5,67,1621.560425,20110213
4974.8733,48139,63,9,41,329.494,20110108
4739.297046,0,76,28,55,38.792481,20110130
6086.431746,13688,84,25,2,403.2,20110224
5016.641406,0,73,16,77,525.6,20110120
7341.794924,27649,63,3,63,302.4,20110203
3215.196994,24191,80,11,32,103.750234,20110223
2533.796807,0,71,11,77,517.056582,20110128
5340.535477,58493,67,13,53,321.6,20110211
3644.833554,82477,90,1,69,432.0,20110115
6382.047596,88663,79,20,86,379.2,20110219
4303.637883,74057,109,27,24,523.2,20110212
4228.734374,0,63,2,82,302.4,20110112
10426.08551,52342,66,28,28,316.8,20110209
2484.747576,42012,63,13,84,40.754246,20110219
8232.760182,56021,69,20,38,279.51121,20110112
21768.69952,35124,137,18,46,986.4,20110119
2160.920387,0,62,4,49,439.001718,20110111
4423.690041,0,125,8,55,900.0,20110211
3691.765242,37202,93,30,86,322.528829,20110114
4940.508153,65985,71,3,47,42.43131,20110220
8503.942634,87771,74,8,9,355.2,20110208
41143.09011,63624,115,10,40,306.337632,20110116
10419.16743,80192,129,8,69,200.662297,20110116
4139.89767,35945,105,14,25,756.0,20110204
7627.660848,93004,63,31,2,205.957043,20110107
6162.369756,0,89,4,24,941.347502,20110123
25807.063,71210,214,8,89,1027.2,20110213
15506.9278,99159,190,7,14,912.0,20110104
5757.489397,81491,72,21,24,61.715527,20110210
39365.29616,99875,108,12,37,114.972914,20110114
5555.492159,51705,139,26,79,545.291103,20110127
23893.3041,39837,201,11,63,381.306996,20110206
9594.78115,31421,81,5,95,388.8,20110202
5411.936509,81531,135,23,50,420.434259,20110115
5318.89664,25134,67,3,0,321.6,20110112
7731.713059,37386,97,1,4,465.6,20110211
2004.350666,0,66,16,35,316.8,20110222
5510.965059,99553,68,14,85,111.586995,20110121
11158.12643,0,161,19,71,1159.2,20110218
5390.27165,70705,69,31,61,272.024652,20110223
2658.217729,22724,69,21,39,9.424668,20110112
8826.611996,26320,111,3,92,603.819794,20110224
4713.404623,0,69,7,90,806.534801,20110115
2393.915369,0,70,24,10,425.266308,20110131
11895.18188,88218,99,9,25,50.32306,20110228
5580.960642,25180,70,21,44,235.895575,20110216
8617.550432,48091,108,30,66,132.041491,20110106
3940.123576,92539,100,1,55,25.713622,20110203
2448.765205,40658,61,24,79,38.379869,20110214
4439.677708,75453,112,6,90,163.9498,20110126
2534.946955,94003,64,14,39,307.2,20110104
17420.56565,31737,218,17,2,1046.4,20110214
2393.915369,0,70,24,10,425.266308,20110131
2681.332102,0,71,2,94,340.8,20110204
4272.80504,0,114,0,75,1343.619461,20110220
15284.33065,48885,190,31,90,1090.122048,20110216
20186.34693,0,79,14,22,379.2,20110212
4984.618655,86305,62,1,99,80.73124,20110111
5246.278375,28909,66,15,66,456.702735,20110121
8827.229838,0,123,35,38,1088.38378,20110215
3269.013926,26140,84,23,37,403.2,20110211
16979.79757,35095,73,25,56,525.6,20110117
2479.920134,31678,63,7,3,76.629988,20110114
7200.566588,28245,62,0,16,297.6,20110212
7917.119912,0,72,0,97,345.6,20110122
24061.11048,19168,106,12,54,508.8,20110123
19160.98994,22705,239,19,59,1294.700423,20110220
23295.06014,86481,65,9,69,189.971267,20110127
7553.936525,38008,68,12,40,321.789644,20110124
2405.618791,63032,61,5,79,404.550554,20110219
4865.371797,27228,129,19,61,238.262773,20110125
16388.09542,0,68,5,4,483.578159,20110113
2611.14858,13424,71,30,78,340.8,20110123
8688.754812,59098,110,31,73,665.931223,20110127
13736.1325,16181,181,22,79,1261.319869,20110213
8564.768226,95697,107,29,29,178.006524,20110217
7019.177186,26806,63,32,19,302.4,20110123
8114.409136,30595,69,22,36,446.08476,20110208
4864.382304,88079,61,16,37,121.88814,20110227
8569.422637,99803,71,1,67,189.143402,20110110
17793.60797,0,118,26,43,1118.990694,20110218
12944.18562,0,191,27,49,1375.2,20110214
2649.207711,36283,68,14,63,291.410965,20110108
4582.899414,66991,115,1,71,399.617715,20110118
2691.70088,34322,70,20,46,336.0,20110101
2466.376803,44855,63,3,71,103.607499,20110220
9277.472901,97729,115,4,48,221.047584,20110104
4142.561212,48263,104,2,32,674.863718,20110125
27990.27159,68343,79,20,78,379.2,20110118
9409.143498,76847,118,16,52,31.58501,20110225
2581.022016,35795,65,25,53,312.0,20110124
7637.111954,0,71,1,29,340.8,20110114
2471.077732,53074,61,5,86,268.773368,20110116
2302.818965,0,63,13,48,732.638975,20110211
8716.368952,28743,112,9,13,537.6,20110214
5207.985921,81839,65,23,39,74.666163,20110107
2719.506996,14030,72,11,3,345.6,20110124
2452.726922,32764,61,30,23,292.953446,20110128
3829.090645,74775,95,18,35,676.658911,20110118
8873.525122,53503,114,3,43,547.2,20110214
15925.05739,34455,135,8,69,648.0,20110202
2952.360309,52198,74,2,62,355.2,20110203
15923.95503,64429,133,1,58,222.080015,20110128
7285.030983,44788,61,6,48,386.031248,20110228
13104.30284,30130,110,22,12,528.0,20110126
2436.839358,0,65,34,84,149.241472,20110208
9350.872287,0,275,3,64,1980.0,20110222
9035.671134,34337,113,20,44,542.4,20110121
17250.74771,22276,111,19,73,783.211084,20110128
2549.080421,52980,64,33,93,191.945693,20110218
8954.840118,97736,74,19,22,60.090984,20110131
2467.97792,0,67,0,14,222.903462,20110201
7700.619936,0,73,18,16,792.868448,20110126
3776.665506,68727,94,19,76,386.520235,20110221
8044.872393,71391,67,29,39,284.000172,20110219
5029.671927,62271,63,30,52,25.478179,20110102
19957.79034,0,187,1,7,1346.4,20110129
6179.699689,0,86,12,96,412.8,20110226
5678.050167,0,76,8,44,364.8,20110119
4089.429492,28506,104,27,37,499.2,20110224
3142.87734,0,86,17,35,412.8,20110225
22895.34606,0,94,14,17,676.8,20110120
5586.893159,94161,69,0,65,108.989737,20110121
12105.29422,33345,102,34,37,694.078608,20110206
11971.97765,64195,158,0,27,618.288849,20110213
15328.45723,0,138,1,34,688.828746,20110212
5424.256733,67414,68,7,37,148.778455,20110227
4981.825724,33176,63,22,75,302.4,20110126
14635.45158,0,139,5,56,667.2,20110227
6862.866306,56779,86,21,16,435.388932,20110115
13745.04802,40810,114,8,14,780.378964,20110110
8111.651948,30622,68,22,86,326.4,20110221
22712.02364,14119,67,4,53,68.019973,20110116
56675.93768,77237,283,33,93,1358.4,20110124
8160.587729,24980,71,34,14,511.2,20110221
3919.366722,66676,97,0,40,558.099357,20110105
7286.155383,0,69,4,83,669.716478,20110108
7589.634,0,69,30,97,331.2,20110124
9032.370378,0,82,24,21,157.208336,20110108
5555.556089,41853,71,17,51,155.511553,20110125
8257.666512,23815,73,4,47,424.330166,20110112
2721.749756,22885,73,20,46,386.245297,20110222
5230.092742,32630,66,26,40,202.961374,20110102
6273.911874,18577,86,21,76,412.8,20110216
5866.068903,75952,73,5,17,350.4,20110210
8802.188243,96390,73,17,47,316.977588,20110129
8722.895091,25680,73,10,93,332.40907,20110117
8178.521899,0,112,17,29,806.4,20110206
43217.21611,51504,220,30,99,2552.343856,20110127
2442.216651,0,74,15,9,532.8,20110107
2919.710443,41456,73,11,19,257.380112,20110102
6366.225775,44368,80,5,72,384.0,20110107
17114.32815,70961,85,19,8,408.0,20110104
2395.57,21986,63,1,9,333.696228,20110127
2987.949471,0,83,14,22,708.693556,20110227
12780.276,33514,105,33,2,265.215014,20110224
3906.669584,60230,98,13,91,8.129056,20110109
2594.591182,0,70,17,47,494.196873,20110123
5267.848664,40818,66,6,3,316.8,20110103
9095.049868,37937,116,11,42,556.8,20110111
7122.273163,64571,89,34,91,452.115601,20110223
9117.441695,0,126,29,61,421.906803,20110118
41075.42879,21988,209,12,62,1003.2,20110217
3486.699561,0,95,12,5,684.0,20110115
7297.687812,24672,93,9,44,669.6,20110223
2502.209885,0,74,26,95,355.2,20110215
9955.490835,0,96,1,79,460.8,20110112
7094.158873,72878,61,0,58,45.463345,20110104
12280.76661,88340,102,16,1,489.6,20110101
5773.90039,52278,73,31,91,234.997994,20110225
4904.894731,12902,139,3,51,667.2,20110214
3423.822189,99816,86,0,0,172.913031,20110117
2689.16845,26554,68,18,86,391.687368,20110209
3109.007806,77485,77,0,87,355.909266,20110131
22425.25604,22537,64,24,87,307.2,20110222
5705.547071,76522,71,31,71,340.8,20110111
2063.387895,0,64,22,34,602.911057,20110225
5096.673223,22886,65,9,81,312.0,20110128
4101.935985,0,115,1,34,552.0,20110105
2537.929538,25506,65,10,16,312.0,20110122
3651.69247,0,110,7,70,1265.387328,20110106
10014.05568,0,98,19,17,705.6,20110205
6758.807188,0,191,22,38,2042.569089,20110207
5205.90965,0,72,18,91,345.6,20110224
2847.965582,96357,71,4,69,238.245103,20110131
11513.35549,16266,100,11,23,1177.323534,20110113
7588.35586,76516,95,13,15,661.008979,20110223
2389.310128,20484,61,3,89,181.218317,20110218
5066.827444,40215,64,11,22,98.480884,20110221
36860.90798,22854,122,28,53,878.4,20110201
3961.58618,0,118,6,34,264.642948,20110130
8476.80656,55217,107,9,9,696.115596,20110215
10110.76997,76276,86,24,19,93.309811,20110205
2476.480866,47918,62,2,51,246.256648,20110214
4462.997006,0,73,35,52,350.4,20110130
3141.252909,43499,80,8,44,529.490007,20110222
2496.140812,0,72,14,58,518.4,20110213
6861.278936,0,71,11,21,476.197355,20110110
4983.178714,21497,128,31,58,614.4,20110226
2227.072755,27972,61,7,38,292.8,20110105
9670.181104,20942,84,12,59,403.2,20110106
5088.687654,0,71,31,52,511.2,20110105
7095.134789,74298,177,9,81,161.537767,20110125
5437.908293,23339,138,8,31,666.307195,20110109
5033.693296,77031,125,17,17,600.0,20110219
14019.83314,31739,71,10,29,469.882367,20110218
4877.61238,0,66,4,30,420.39344,20110118
3449.494119,25236,89,2,26,427.2,20110204
3771.617797,0,103,25,16,685.227276,20110218
5824.817366,40964,74,7,57,355.2,20110126
4379.92784,40896,109,3,61,319.294289,20110128
5793.157728,95733,72,19,82,475.423848,20110206
2725.680297,39161,71,8,84,340.8,20110108
5790.565333,84551,72,10,82,28.92584,20110203
8502.237137,12843,111,6,47,1143.494486,20110208
2476.588891,71551,62,10,19,297.6,20110204
2426.95904,0,71,2,5,511.2,20110130
5897.986595,77835,74,2,30,43.618784,20110220
4617.391775,16764,61,13,79,292.8,20110125
12521.42105,39007,105,29,16,1023.844984,20110129
9079.823377,20290,113,6,75,766.519022,20110214
7777.201669,46182,65,23,27,2.574682,20110107
5601.68063,11920,74,20,27,355.2,20110216
3459.037949,97162,86,0,63,32.715179,20110111
9061.951591,42743,117,5,86,101.288057,20110205
6866.093807,0,64,18,59,40.44586,20110219
2659.70565,0,87,4,4,420.041981,20110219
12332.51669,85789,105,18,54,122.302824,20110228
21172.38983,0,82,24,86,588.269018,20110104
3677.907634,31349,93,10,32,446.4,20110110
9816.528302,37256,62,15,7,128.969729,20110128
4922.165949,0,69,2,76,331.2,20110222
7583.962264,0,102,27,29,848.161322,20110203
2685.901421,58166,67,3,19,91.914969,20110101
4132.58858,0,63,4,55,453.6,20110131
8622.835375,97361,73,6,85,350.4,20110218
15253.26436,51937,193,5,40,850.389259,20110124
4277.560211,75921,106,32,4,609.680428,20110115
20096.89337,92766,71,17,15,379.029102,20110101
4770.550911,12964,65,2,37,362.774545,20110201
7025.65076,48117,88,4,51,422.4,20110123
8265.379176,0,77,17,41,554.4,20110207
24552.8746,0,118,18,66,966.541071,20110120
4407.97312,66152,111,14,18,532.8,20110201
2482.195895,31093,64,1,22,274.956819,20110131
3858.867206,0,107,15,58,513.6,20110108
11572.10339,0,166,4,49,1195.2,20110129
3645.464325,19121,95,1,18,915.188647,20110104
4362.772279,0,65,11,46,468.0,20110111
10425.98532,68563,131,6,44,350.097052,20110130
7025.04419,24726,92,18,75,150.693773,20110214
7388.733207,0,97,31,24,638.371157,20110224
2927.734329,51991,73,4,95,124.376921,20110215
8356.181097,0,118,25,29,153.176419,20110113
8718.056722,89096,111,1,50,64.98293,20110117
35227.29912,23031,148,26,76,710.4,20110208
8697.882675,29540,73,3,23,350.4,20110131
3554.845264,58557,88,4,83,55.510526,20110110
2818.31302,88816,70,33,9,164.282841,20110117
19045.50012,0,61,2,61,439.2,20110124
2893.806196,61809,72,9,21,328.004855,20110218
14439.80313,58452,186,7,13,892.8,20110123
5121.838914,57161,127,20,92,609.6,20110215
2217.664193,0,65,11,69,111.872115,20110212
2861.717418,90083,71,23,47,181.689191,20110222
5979.724161,57693,76,16,56,547.2,20110207
7377.231238,0,69,16,42,331.2,20110224
6366.225775,44368,80,5,72,384.0,20110107
8657.968597,68727,72,15,49,171.475838,20110117
11726.18921,40564,97,0,36,85.968142,20110226
5780.182197,51066,74,23,0,787.993313,20110226
10058.74013,0,92,30,81,640.229108,20110227
7072.928971,90551,61,28,4,374.527412,20110211
4787.206586,0,67,16,45,321.6,20110224
3013.439451,21353,80,28,21,576.0,20110220
3472.369996,0,102,25,48,976.112456,20110101
5380.898636,55350,67,0,13,321.6,20110224
38230.21008,80321,105,25,1,166.972451,20110116
5526.438887,94230,137,21,82,657.6,20110206
4883.117399,53305,63,32,73,302.4,20110125
14203.04178,55593,182,10,48,677.63589,20110124
5745.41663,0,165,27,38,1853.202354,20110219
9602.07966,0,94,12,3,676.8,20110215
3199.75316,0,87,3,43,132.492438,20110120
2758.329817,22158,74,8,92,355.2,20110104
2725.192659,81605,67,7,74,424.219182,20110127
5550.149947,62219,69,7,73,243.238784,20110125
2619.172388,15587,71,11,48,136.033828,20110116
6265.343299,0,84,18,25,481.025786,20110113
12313.16484,0,116,7,57,835.2,20110117
10552.42728,28505,88,0,93,422.4,20110124
12022.38645,25918,104,7,30,996.775536,20110121
9295.41115,0,261,33,44,2759.794354,20110214
7440.92353,34137,62,6,9,297.6,20110214
10302.90289,21839,137,2,70,657.6,20110111
3508.569533,20978,98,19,96,1176.2788,20110105
5761.317533,83392,71,30,80,125.961938,20110117
10280.80787,73661,128,34,47,404.329477,20110215
4783.917752,49793,121,3,55,640.835113,20110129
2142.892273,0,65,3,71,686.774939,20110123
8738.299629,91890,107,30,28,156.617415,20110215
4468.2209,0,65,16,61,468.0,20110109
11315.20373,11885,101,18,39,484.8,20110216
21886.19626,43000,109,27,9,676.808053,20110201
7681.551777,90043,63,12,21,203.226649,20110215
16702.69914,0,72,34,46,345.6,20110117
5015.009472,48567,130,12,15,624.0,20110203
5776.338737,27510,159,5,28,871.457982,20110128
2777.525403,59124,70,18,31,173.426207,20110112
4127.495254,0,119,20,89,856.8,20110114
6670.850638,56531,170,34,24,816.0,20110102
14741.76092,0,139,2,33,667.2,20110125
38320.82017,45277,191,19,0,916.8,20110110
2064.697955,0,65,12,57,368.828511,20110130
5504.139033,0,73,18,45,350.4,20110208
5096.673223,22886,65,9,81,312.0,20110128
7995.441263,66685,67,35,50,38.763897,20110102
5674.136445,65775,72,16,98,171.426318,20110123
2886.232446,52972,74,3,68,355.2,20110201
5794.682724,52979,72,14,53,345.6,20110215
10706.66957,55436,67,7,44,321.6,20110113
5320.614976,32116,132,10,42,277.351026,20110121
20498.83124,56070,74,5,73,87.990528,20110124
4628.280887,0,62,32,31,690.548602,20110227
27287.50099,0,116,12,76,835.2,20110210
4029.723325,93621,100,16,20,59.860273,20110219
2744.083863,79192,70,11,74,336.0,20110201
35444.31404,96853,98,34,68,565.504258,20110101
2858.992036,0,83,25,91,355.385287,20110120
5862.803295,75121,73,12,22,171.226873,20110111
4031.539471,0,117,2,41,842.4,20110223
7553.225007,69959,63,9,3,401.838921,20110212
16699.46158,81400,104,6,19,499.2,20110114
3233.262049,0,98,33,87,705.6,20110204
5640.729767,67523,72,35,21,345.237659,20110225
8678.508294,62366,108,22,87,51.316527,20110121
10339.59799,67134,131,5,63,277.448968,20110225
3746.751625,41479,94,14,38,19.575683,20110226
2571.260863,29697,66,0,58,316.8,20110215
4428.031583,58577,110,6,62,303.872752,20110129
7413.386729,0,106,7,44,508.8,20110225
4768.955924,51144,61,28,32,223.305224,20110110
6035.086336,29587,76,25,4,422.024661,20110223
16280.19859,0,157,17,1,753.6,20110105
9024.199159,71499,112,25,61,537.6,20110225
7495.676658,0,106,23,45,763.2,20110221
12520.97907,0,126,4,59,907.2,20110214
2552.038766,75740,64,13,11,128.516525,20110212
16887.79708,53262,62,11,18,223.72051,20110105
3038.829992,75180,77,15,30,154.907769,20110226
4455.518101,31196,62,26,57,342.796508,20110208
11972.78231,0,186,0,67,1441.843837,20110202
8513.697414,34505,106,13,44,359.861348,20110116
9085.204991,0,82,14,27,146.757086,20110127
24096.23695,0,97,1,40,1154.635974,20110225
9095.049868,37937,116,11,42,556.8,20110111
21418.35544,21897,139,19,67,667.2,20110219
10714.21449,55994,92,19,75,441.6,20110203
9986.661111,24067,132,12,2,633.6,20110122
7908.669486,43630,99,33,30,475.2,20110131
4869.596443,23811,130,20,8,624.0,20110131
2121.647053,0,62,11,45,446.4,20110127
6328.180924,0,100,17,21,648.364172,20110122
4340.858797,0,124,6,34,595.2,20110206
6279.816729,50562,79,19,34,545.013504,20110221
11981.98481,21514,62,0,59,257.248789,20110120
22235.01011,80355,187,24,92,897.6,20110205
8646.504109,64125,108,3,44,369.818708,20110102
2444.329535,83800,62,11,44,196.155575,20110209
5070.352408,23840,64,32,66,307.2,20110228
5647.145809,54834,72,23,13,186.191931,20110109
13345.13545,80277,112,6,40,36.975673,20110128
13297.63587,88430,66,7,17,316.8,20110124
7031.785183,26255,88,21,4,52.752601,20110125
3615.889805,0,95,16,1,684.0,20110128
14120.03562,95715,119,0,52,148.98255,20110117
2155.209879,0,70,22,67,336.0,20110105
2748.851081,32437,69,4,73,473.361602,20110114
5087.015287,22726,65,25,73,312.0,20110111
14031.70314,58092,72,7,56,202.24202,20110108
8656.396659,83365,109,27,7,523.2,20110202
4861.493017,12153,69,23,9,438.155584,20110211
19174.63407,74028,118,10,16,53.076203,20110211
7089.68396,52707,90,33,66,432.0,20110217
6802.06713,47451,87,0,31,417.6,20110122
2359.423599,19864,63,22,96,352.394515,20110111
15114.40241,28513,100,4,22,480.0,20110119
2926.829158,26242,74,5,69,347.060173,20110204
13014.23496,55067,110,3,21,353.098604,20110215
7901.697919,62291,100,1,53,480.0,20110201
13406.92021,25048,167,0,11,801.6,20110118
6106.941981,16654,79,23,31,379.2,20110221
12321.83615,26887,113,32,67,542.4,20110122
19338.5293,22784,70,11,68,224.904234,20110202
5431.371279,49345,69,10,12,251.075981,20110101
7329.828776,0,70,4,63,622.381217,20110111
3484.141641,34307,92,33,62,186.025014,20110110
6964.051797,0,95,19,41,629.647822,20110219
25253.10198,44096,72,28,65,345.6,20110226
2523.654743,43204,64,31,19,246.065764,20110120
17349.03226,0,92,3,7,441.6,20110228
4058.668736,0,117,13,69,842.4,20110222
4742.617289,78596,118,1,70,133.907696,20110226
4363.599418,38925,112,10,48,241.304377,20110117
9048.983447,0,119,9,8,571.2,20110124
4210.096739,21885,108,7,29,52.339396,20110222
5241.142484,48345,67,7,1,212.009825,20110128
2481.842224,77993,62,26,10,297.6,20110113
3585.942995,25748,90,9,23,117.871165,20110115
5498.940679,22520,73,17,64,350.4,20110205
10377.36842,0,95,1,69,579.452318,20110207
2589.695091,0,73,6,11,350.4,20110220
9312.585034,75986,115,11,44,89.119797,20110213
14396.24222,0,205,14,63,1476.0,20110205
31920.76916,58542,114,29,82,129.985718,20110128
4921.325084,43640,64,10,99,1.208908,20110208
25805.50599,86901,72,24,73,313.366255,20110228
5963.818306,94115,74,28,41,409.089884,20110217
8923.113112,0,125,22,80,900.0,20110114
5214.971007,65375,65,9,84,6.07744,20110101
12522.53868,44341,105,15,56,355.114822,20110211
13897.38856,24378,188,18,34,902.4,20110223
3372.420457,93489,84,16,72,104.280764,20110208
7809.515468,69161,97,19,71,341.431343,20110123
12269.41862,60774,154,13,7,739.2,20110212
3123.080994,0,101,1,83,960.115399,20110219
8004.214781,54008,67,18,90,370.503286,20110107
8105.872317,0,74,15,61,232.01349,20110201
2758.703811,44619,68,35,45,283.668439,20110118
3707.282365,16476,101,29,25,313.885191,20110224
30154.68108,73359,94,17,24,107.187926,20110102
8099.838433,25949,104,0,28,499.2,20110211
2921.490461,62018,73,2,59,90.094835,20110119
14510.44376,41433,183,24,40,1317.6,20110201
16793.9728,0,238,29,90,1142.4,20110209
5332.462694,68931,66,32,30,309.577946,20110222
10025.91827,0,141,25,27,1015.2,20110228
6875.606133,0,104,24,49,748.8,20110227
2272.30731,0,64,35,59,286.124652,20110124
8923.154803,98044,73,5,53,347.336864,20110202
16484.01644,91354,68,30,26,361.646987,20110221
6860.592636,0,109,5,20,605.137484,20110204
12947.68269,15083,115,25,14,552.0,20110213
13786.70272,0,61,21,24,370.755025,20110119
7706.032636,0,107,15,63,1267.709661,20110102
8520.145801,0,80,30,96,69.142986,20110118
2242.226055,0,67,15,75,618.355883,20110211
27069.49674,22955,92,6,23,441.6,20110108
20579.69157,0,69,5,26,566.673518,20110116
2465.616631,51641,63,8,80,137.091494,20110117
9052.951051,10211,119,7,16,571.2,20110208
2546.364668,0,68,13,11,296.692076,20110223
3007.386248,0,80,31,67,16.524885,20110210
27789.69235,33806,89,32,59,395.729716,20110120
6289.014959,50269,80,15,88,32.228778,20110109
3954.344534,18375,103,8,50,535.080276,20110225
7583.189638,24133,68,20,42,76.026046,20110208
6186.497831,88375,77,23,11,0.42331,20110131
5757.442258,88997,72,9,71,174.041566,20110131
4473.883999,0,125,2,84,600.0,20110216
4786.009693,23402,61,29,38,292.8,20110225
12244.9049,46396,103,11,79,384.01403,20110225
7121.080412,0,96,28,62,460.8,20110118
7547.762822,0,102,34,37,489.6,20110216
20380.06652,33175,66,31,76,84.520776,20110203
9011.764865,63885,114,0,17,86.477384,20110126
20096.89337,92766,71,17,15,379.029102,20110101
4786.889347,45515,61,14,33,236.907007,20110102
11578.12643,0,115,21,46,1163.620366,20110113
2719.431536,37703,70,11,51,83.121963,20110215
4760.941906,0,68,9,1,489.6,20110224
8701.363763,0,122,8,32,684.851797,20110212
2659.495086,64987,66,17,90,182.927837,20110103
5139.561422,73180,64,27,43,132.543257,20110214
20096.89337,92766,71,17,15,379.029102,20110101
4025.095533,0,119,29,54,571.2,20110215
2771.045031,50071,71,3,32,18.918935,20110111
6745.886896,53058,91,16,44,209.465295,20110221
9259.715798,0,127,11,86,22.483259,20110108
8467.267232,16370,74,4,54,296.049396,20110114
22762.21479,70521,63,13,26,302.4,20110226
9332.494982,58007,81,23,71,518.346912,20110207
7100.3251,31670,179,33,3,1288.8,20110206
8007.399376,0,112,12,93,537.6,20110102
19511.99782,0,70,28,26,491.112176,20110116
8145.985919,62534,68,10,1,326.4,20110101
2810.464447,26790,71,4,41,340.8,20110227
6846.150323,0,95,13,20,456.0,20110127
3755.806897,56178,94,1,39,451.2,20110104
2393.036297,28646,61,11,50,355.028632,20110123
40636.66734,31267,129,4,45,619.2,20110115
9067.658438,78250,114,7,66,547.2,20110105
5619.689084,0,153,25,5,1027.000029,20110126
8013.895125,65636,67,15,72,321.6,20110117
4089.036013,43177,103,34,74,420.966805,20110206
5065.486772,26733,66,7,55,218.717113,20110116
8372.851175,12590,73,22,1,132.503461,20110112
66025.75407,33481,188,28,46,1194.892002,20110222
8175.315246,0,80,25,80,384.0,20110131
8720.458745,25752,73,28,85,378.262864,20110105
3237.500928,27982,87,15,74,14.743099,20110129
5354.612433,29445,68,0,31,334.015169,20110112
2375.001798,47455,61,1,61,278.804991,20110205
8646.504109,64125,108,3,44,369.818708,20110102
6672.127831,56830,83,6,27,319.799712,20110213
12919.41828,58236,108,22,92,67.253453,20110123
7385.359236,54289,62,32,13,430.093647,20110223
7200.664877,0,66,16,77,316.8,20110126
7281.715134,47482,93,19,45,594.177664,20110207
3237.996209,60244,83,3,72,326.281835,20110116
2722.986709,20867,71,0,79,340.8,20110203
11277.72488,98138,93,30,10,427.52731,20110201
8555.887254,0,81,6,49,583.2,20110129
2911.923334,20327,74,26,44,824.254866,20110111
10083.48688,11828,90,18,84,571.479602,20110219
5704.977144,50695,71,31,30,110.567069,20110121
7664.80924,0,107,14,90,770.4,20110122
4909.027487,98693,61,7,57,292.8,20110124
5470.060561,54507,138,20,11,702.990032,20110217
5067.002561,89703,126,6,54,601.983113,20110224
4896.271406,0,71,9,6,421.147532,20110107
4572.041785,0,67,19,82,357.14996,20110119
8237.376444,70882,69,20,50,124.380223,20110108
3964.730745,60817,103,3,79,494.4,20110117
10901.22525,72257,90,28,61,408.415481,20110204
16304.29777,90008,137,13,3,406.986034,20110116
2619.478929,93987,65,9,1,251.321448,20110115
14024.35839,81872,115,10,55,256.43803,20110219
24320.64401,60221,67,3,17,238.561687,20110102
24249.33685,33651,69,21,37,328.65413,20110206
20864.30762,0,61,22,94,216.08671,20110107
8823.852473,75741,109,31,59,217.188864,20110208
7610.203455,38086,96,17,10,243.237741,20110127
7486.171898,38725,64,12,58,307.2,20110127
8763.449964,20132,86,5,61,412.8,20110102
27386.15024,0,105,0,47,451.13986,20110212
11121.62179,44299,106,25,76,754.260616,20110217
5657.685223,98917,139,18,21,336.612234,20110220
18938.53677,91535,67,35,13,126.634634,20110110
13865.83107,53484,70,12,12,333.051529,20110220
8188.91743,45318,103,17,27,494.4,20110108
5626.530435,46897,70,16,47,344.377218,20110118
3208.919835,40135,80,29,70,78.008093,20110208
5282.543094,38606,68,16,99,413.288851,20110226
8696.7107,56550,73,22,41,162.775889,20110104
5259.444853,61146,65,7,68,273.018929,20110106
7854.771821,36409,66,26,33,316.8,20110205
6438.97103,90035,80,28,38,141.628547,20110220
11633.57855,39669,98,13,63,492.935479,20110221
2442.422113,57963,61,11,63,42.160829,20110210
14024.35839,81872,115,10,55,256.43803,20110219
2491.257604,25965,65,23,27,329.206567,20110212
3410.199334,59662,85,6,76,10.168824,20110111
3842.028065,27906,102,5,57,489.6,20110119
3339.853704,51032,83,5,56,349.954886,20110131
5358.269985,83771,133,26,18,482.328161,20110123
9268.672154,57052,115,7,56,483.62724,20110213
4200.373728,51510,106,11,17,688.547375,20110211
